file,percent,header_end,enc_len,plain_decode_ok,enc_decode_ok
Adolfo_Rodriguez_Saa\Adolfo_Rodriguez_Saa_0001.png,60,147,13669,0,0
Adolfo_Rodriguez_Saa\Adolfo_Rodriguez_Saa_0001.png,80,147,18225,0,0
Adolfo_Rodriguez_Saa\Adolfo_Rodriguez_Saa_0001.png,100,147,22782,0,0
Adolfo_Rodriguez_Saa\Adolfo_Rodriguez_Saa_0002.png,20,147,3458,0,0
Adolfo_Rodriguez_Saa\Adolfo_Rodriguez_Saa_0002.png,30,147,5187,0,0
Adolfo_Rodriguez_Saa\Adolfo_Rodriguez_Saa_0002.png,40,147,6916,0,0
Adolfo_Rodriguez_Saa\Adolfo_Rodriguez_Saa_0002.png,60,147,10374,0,0
Adolfo_Rodriguez_Saa\Adolfo_Rodriguez_Saa_0002.png,80,147,13832,0,0
Adolfo_Rodriguez_Saa\Adolfo_Rodriguez_Saa_0002.png,100,147,17290,0,0
Adrian_McPherson\Adrian_McPherson_0001.png,20,147,3939,0,0
Adrian_McPherson\Adrian_McPherson_0001.png,30,147,5908,0,0
Adrian_McPherson\Adrian_McPherson_0001.png,40,147,7878,0,0
Adrian_McPherson\Adrian_McPherson_0001.png,60,147,11817,0,0
Adrian_McPherson\Adrian_McPherson_0001.png,80,147,15756,0,0
Adrian_McPherson\Adrian_McPherson_0001.png,100,147,19696,0,0
Adrian_McPherson\Adrian_McPherson_0002.png,20,147,3643,0,0
Adrian_McPherson\Adrian_McPherson_0002.png,30,147,5464,0,0
Adrian_McPherson\Adrian_McPherson_0002.png,40,147,7286,0,0
Adrian_McPherson\Adrian_McPherson_0002.png,60,147,10929,0,0
Adrian_McPherson\Adrian_McPherson_0002.png,80,147,14572,0,0
Adrian_McPherson\Adrian_McPherson_0002.png,100,147,18215,0,0
Adrian_Nastase\Adrian_Nastase_0001.png,20,147,4194,0,0
Adrian_Nastase\Adrian_Nastase_0001.png,30,147,6291,0,0
Adrian_Nastase\Adrian_Nastase_0001.png,40,147,8388,0,0
Adrian_Nastase\Adrian_Nastase_0001.png,60,147,12582,0,0
Adrian_Nastase\Adrian_Nastase_0001.png,80,147,16776,0,0
Adrian_Nastase\Adrian_Nastase_0001.png,100,147,20971,0,0
Adrian_Nastase\Adrian_Nastase_0002.png,20,147,3630,0,0
Adrian_Nastase\Adrian_Nastase_0002.png,30,147,5445,0,0
Adrian_Nastase\Adrian_Nastase_0002.png,40,147,7260,0,0
Adrian_Nastase\Adrian_Nastase_0002.png,60,147,10890,0,0
Adrian_Nastase\Adrian_Nastase_0002.png,80,147,14520,0,0
Adrian_Nastase\Adrian_Nastase_0002.png,100,147,18150,0,0
Adrien_Brody\Adrien_Brody_0001.png,20,147,3935,0,0
Adrien_Brody\Adrien_Brody_0001.png,30,147,5903,0,0
Adrien_Brody\Adrien_Brody_0001.png,40,147,7871,0,0
Adrien_Brody\Adrien_Brody_0001.png,60,147,11807,0,0
Adrien_Brody\Adrien_Brody_0001.png,80,147,15743,0,0
Adrien_Brody\Adrien_Brody_0001.png,100,147,19679,0,0
Adrien_Brody\Adrien_Brody_0002.png,20,147,4218,0,0
Adrien_Brody\Adrien_Brody_0002.png,30,147,6327,0,0
Adrien_Brody\Adrien_Brody_0002.png,40,147,8436,0,0
Adrien_Brody\Adrien_Brody_0002.png,60,147,12655,0,0
Adrien_Brody\Adrien_Brody_0002.png,80,147,16873,0,0
Adrien_Brody\Adrien_Brody_0002.png,100,147,21092,0,0
Adrien_Brody\Adrien_Brody_0003.png,20,147,4490,0,0
Adrien_Brody\Adrien_Brody_0003.png,30,147,6735,0,0
Adrien_Brody\Adrien_Brody_0003.png,40,147,8980,0,0
Adrien_Brody\Adrien_Brody_0003.png,60,147,13470,0,0
Adrien_Brody\Adrien_Brody_0003.png,80,147,17960,0,0
Adrien_Brody\Adrien_Brody_0003.png,100,147,22451,0,0
Adrien_Brody\Adrien_Brody_0004.png,20,147,4098,0,0
Adrien_Brody\Adrien_Brody_0004.png,30,147,6147,0,0
Adrien_Brody\Adrien_Brody_0004.png,40,147,8196,0,0
Adrien_Brody\Adrien_Brody_0004.png,60,147,12295,0,0
Adrien_Brody\Adrien_Brody_0004.png,80,147,16393,0,0
Adrien_Brody\Adrien_Brody_0004.png,100,147,20492,0,0
Adrien_Brody\Adrien_Brody_0005.png,20,147,4181,0,0
Adrien_Brody\Adrien_Brody_0005.png,30,147,6271,0,0
Adrien_Brody\Adrien_Brody_0005.png,40,147,8362,0,0
Adrien_Brody\Adrien_Brody_0005.png,60,147,12543,0,0
Adrien_Brody\Adrien_Brody_0005.png,80,147,16724,0,0
Adrien_Brody\Adrien_Brody_0005.png,100,147,20906,0,0
Adrien_Brody\Adrien_Brody_0006.png,20,148,4368,0,0
Adrien_Brody\Adrien_Brody_0006.png,30,148,6552,0,0
Adrien_Brody\Adrien_Brody_0006.png,40,148,8737,0,0
Adrien_Brody\Adrien_Brody_0006.png,60,148,13105,0,0
Adrien_Brody\Adrien_Brody_0006.png,80,148,17474,0,0
Adrien_Brody\Adrien_Brody_0006.png,100,148,21843,0,0
Adrien_Brody\Adrien_Brody_0007.png,20,147,4104,0,0
Adrien_Brody\Adrien_Brody_0007.png,30,147,6156,0,0
Adrien_Brody\Adrien_Brody_0007.png,40,147,8209,0,0
Adrien_Brody\Adrien_Brody_0007.png,60,147,12313,0,0
Adrien_Brody\Adrien_Brody_0007.png,80,147,16418,0,0
Adrien_Brody\Adrien_Brody_0007.png,100,147,20523,0,0
Adrien_Brody\Adrien_Brody_0008.png,20,147,3847,0,0
Adrien_Brody\Adrien_Brody_0008.png,30,147,5770,0,0
Adrien_Brody\Adrien_Brody_0008.png,40,147,7694,0,0
Adrien_Brody\Adrien_Brody_0008.png,60,147,11541,0,0
Adrien_Brody\Adrien_Brody_0008.png,80,147,15388,0,0
Adrien_Brody\Adrien_Brody_0008.png,100,147,19236,0,0
Adrien_Brody\Adrien_Brody_0009.png,20,147,3982,0,0
Adrien_Brody\Adrien_Brody_0009.png,30,147,5973,0,0
Adrien_Brody\Adrien_Brody_0009.png,40,147,7965,0,0
Adrien_Brody\Adrien_Brody_0009.png,60,147,11947,0,0
Adrien_Brody\Adrien_Brody_0009.png,80,147,15930,0,0
Adrien_Brody\Adrien_Brody_0009.png,100,147,19913,0,0
Adrien_Brody\Adrien_Brody_0010.png,20,147,3977,0,0
Adrien_Brody\Adrien_Brody_0010.png,30,147,5965,0,0
Adrien_Brody\Adrien_Brody_0010.png,40,147,7954,0,0
Adrien_Brody\Adrien_Brody_0010.png,60,147,11931,0,0
Adrien_Brody\Adrien_Brody_0010.png,80,147,15908,0,0
Adrien_Brody\Adrien_Brody_0010.png,100,147,19885,0,0
Adrien_Brody\Adrien_Brody_0011.png,20,147,4111,0,0
Adrien_Brody\Adrien_Brody_0011.png,30,147,6166,0,0
Adrien_Brody\Adrien_Brody_0011.png,40,147,8222,0,0
Adrien_Brody\Adrien_Brody_0011.png,60,147,12333,0,0
Adrien_Brody\Adrien_Brody_0011.png,80,147,16444,0,0
Adrien_Brody\Adrien_Brody_0011.png,100,147,20556,0,0
Adrien_Brody\Adrien_Brody_0012.png,20,147,4083,0,0
Adrien_Brody\Adrien_Brody_0012.png,30,147,6125,0,0
Adrien_Brody\Adrien_Brody_0012.png,40,147,8167,0,0
Adrien_Brody\Adrien_Brody_0012.png,60,147,12250,0,0
Adrien_Brody\Adrien_Brody_0012.png,80,147,16334,0,0
Adrien_Brody\Adrien_Brody_0012.png,100,147,20418,0,0
Ahmad_Masood\Ahmad_Masood_0001.png,20,147,4116,0,0
Ahmad_Masood\Ahmad_Masood_0001.png,30,147,6174,0,0
Ahmad_Masood\Ahmad_Masood_0001.png,40,147,8232,0,0
Ahmad_Masood\Ahmad_Masood_0001.png,60,147,12348,0,0
Ahmad_Masood\Ahmad_Masood_0001.png,80,147,16464,0,0
Ahmad_Masood\Ahmad_Masood_0001.png,100,147,20580,0,0
Ahmad_Masood\Ahmad_Masood_0002.png,20,147,3450,0,0
Ahmad_Masood\Ahmad_Masood_0002.png,30,147,5176,0,0
Ahmad_Masood\Ahmad_Masood_0002.png,40,147,6901,0,0
Ahmad_Masood\Ahmad_Masood_0002.png,60,147,10352,0,0
Ahmad_Masood\Ahmad_Masood_0002.png,80,147,13803,0,0
Ahmad_Masood\Ahmad_Masood_0002.png,100,147,17254,0,0
Ahmed_Chalabi\Ahmed_Chalabi_0001.png,20,147,3848,0,0
Ahmed_Chalabi\Ahmed_Chalabi_0001.png,30,147,5772,0,0
Ahmed_Chalabi\Ahmed_Chalabi_0001.png,40,147,7696,0,0
Ahmed_Chalabi\Ahmed_Chalabi_0001.png,60,147,11544,0,0
Ahmed_Chalabi\Ahmed_Chalabi_0001.png,80,147,15392,0,0
Ahmed_Chalabi\Ahmed_Chalabi_0001.png,100,147,19240,0,0
Ahmed_Chalabi\Ahmed_Chalabi_0002.png,20,147,3856,0,0
Ahmed_Chalabi\Ahmed_Chalabi_0002.png,30,147,5785,0,0
Ahmed_Chalabi\Ahmed_Chalabi_0002.png,40,147,7713,0,0
Ahmed_Chalabi\Ahmed_Chalabi_0002.png,60,147,11570,0,0
Ahmed_Chalabi\Ahmed_Chalabi_0002.png,80,147,15427,0,0
Ahmed_Chalabi\Ahmed_Chalabi_0002.png,100,147,19284,0,0
Ahmed_Chalabi\Ahmed_Chalabi_0003.png,20,147,4049,0,0
Ahmed_Chalabi\Ahmed_Chalabi_0003.png,30,147,6074,0,0
Ahmed_Chalabi\Ahmed_Chalabi_0003.png,40,147,8098,0,0
Ahmed_Chalabi\Ahmed_Chalabi_0003.png,60,147,12148,0,0
Ahmed_Chalabi\Ahmed_Chalabi_0003.png,80,147,16197,0,0
Ahmed_Chalabi\Ahmed_Chalabi_0003.png,100,147,20247,0,0
Ahmed_Chalabi\Ahmed_Chalabi_0004.png,20,147,4172,0,0
Ahmed_Chalabi\Ahmed_Chalabi_0004.png,30,147,6258,0,0
Ahmed_Chalabi\Ahmed_Chalabi_0004.png,40,147,8344,0,0
Ahmed_Chalabi\Ahmed_Chalabi_0004.png,60,147,12517,0,0
Ahmed_Chalabi\Ahmed_Chalabi_0004.png,80,147,16689,0,0
Ahmed_Chalabi\Ahmed_Chalabi_0004.png,100,147,20862,0,0
Ahmed_Chalabi\Ahmed_Chalabi_0005.png,20,147,4292,0,0
Ahmed_Chalabi\Ahmed_Chalabi_0005.png,30,147,6438,0,0
Ahmed_Chalabi\Ahmed_Chalabi_0005.png,40,147,8584,0,0
Ahmed_Chalabi\Ahmed_Chalabi_0005.png,60,147,12877,0,0
Ahmed_Chalabi\Ahmed_Chalabi_0005.png,80,147,17169,0,0
Ahmed_Chalabi\Ahmed_Chalabi_0005.png,100,147,21462,0,0
Ahmet_Necdet_Sezer\Ahmet_Necdet_Sezer_0001.png,20,147,3970,0,0
Ahmet_Necdet_Sezer\Ahmet_Necdet_Sezer_0001.png,30,147,5955,0,0
Ahmet_Necdet_Sezer\Ahmet_Necdet_Sezer_0001.png,40,147,7941,0,0
Ahmet_Necdet_Sezer\Ahmet_Necdet_Sezer_0001.png,60,147,11911,0,0
Ahmet_Necdet_Sezer\Ahmet_Necdet_Sezer_0001.png,80,147,15882,0,0
Ahmet_Necdet_Sezer\Ahmet_Necdet_Sezer_0001.png,100,147,19853,0,0
Ahmet_Necdet_Sezer\Ahmet_Necdet_Sezer_0002.png,20,147,3800,0,0
Ahmet_Necdet_Sezer\Ahmet_Necdet_Sezer_0002.png,30,147,5700,0,0
Ahmet_Necdet_Sezer\Ahmet_Necdet_Sezer_0002.png,40,147,7601,0,0
Ahmet_Necdet_Sezer\Ahmet_Necdet_Sezer_0002.png,60,147,11401,0,0
Ahmet_Necdet_Sezer\Ahmet_Necdet_Sezer_0002.png,80,147,15202,0,0
Ahmet_Necdet_Sezer\Ahmet_Necdet_Sezer_0002.png,100,147,19003,0,0
Ai_Sugiyama\Ai_Sugiyama_0001.png,20,147,4367,0,0
Ai_Sugiyama\Ai_Sugiyama_0001.png,30,147,6551,0,0
Ai_Sugiyama\Ai_Sugiyama_0001.png,40,147,8735,0,0
Ai_Sugiyama\Ai_Sugiyama_0001.png,60,147,13102,0,0
Ai_Sugiyama\Ai_Sugiyama_0001.png,80,147,17470,0,0
Ai_Sugiyama\Ai_Sugiyama_0001.png,100,147,21838,0,0
Ai_Sugiyama\Ai_Sugiyama_0002.png,20,147,4182,0,0
Ai_Sugiyama\Ai_Sugiyama_0002.png,30,147,6274,0,0
Ai_Sugiyama\Ai_Sugiyama_0002.png,40,147,8365,0,0
Ai_Sugiyama\Ai_Sugiyama_0002.png,60,147,12548,0,0
Ai_Sugiyama\Ai_Sugiyama_0002.png,80,147,16731,0,0
Ai_Sugiyama\Ai_Sugiyama_0002.png,100,147,20914,0,0
Ai_Sugiyama\Ai_Sugiyama_0003.png,20,147,4162,0,0
Ai_Sugiyama\Ai_Sugiyama_0003.png,30,147,6243,0,0
Ai_Sugiyama\Ai_Sugiyama_0003.png,40,147,8325,0,0
Ai_Sugiyama\Ai_Sugiyama_0003.png,60,147,12487,0,0
Ai_Sugiyama\Ai_Sugiyama_0003.png,80,147,16650,0,0
Ai_Sugiyama\Ai_Sugiyama_0003.png,100,147,20813,0,0
Ai_Sugiyama\Ai_Sugiyama_0004.png,20,147,4233,0,0
Ai_Sugiyama\Ai_Sugiyama_0004.png,30,147,6350,0,0
Ai_Sugiyama\Ai_Sugiyama_0004.png,40,147,8467,0,0
Ai_Sugiyama\Ai_Sugiyama_0004.png,60,147,12700,0,0
Ai_Sugiyama\Ai_Sugiyama_0004.png,80,147,16934,0,0
Ai_Sugiyama\Ai_Sugiyama_0004.png,100,147,21168,0,0
Ai_Sugiyama\Ai_Sugiyama_0005.png,20,147,4219,0,0
Ai_Sugiyama\Ai_Sugiyama_0005.png,30,147,6328,0,0
Ai_Sugiyama\Ai_Sugiyama_0005.png,40,147,8438,0,0
Ai_Sugiyama\Ai_Sugiyama_0005.png,60,147,12657,0,0
Ai_Sugiyama\Ai_Sugiyama_0005.png,80,147,16876,0,0
Ai_Sugiyama\Ai_Sugiyama_0005.png,100,147,21095,0,0
Aicha_El_Ouafi\Aicha_El_Ouafi_0001.png,20,147,3858,0,0
Aicha_El_Ouafi\Aicha_El_Ouafi_0001.png,30,147,5787,0,0
Aicha_El_Ouafi\Aicha_El_Ouafi_0001.png,40,147,7717,0,0
Aicha_El_Ouafi\Aicha_El_Ouafi_0001.png,60,147,11575,0,0
Aicha_El_Ouafi\Aicha_El_Ouafi_0001.png,80,147,15434,0,0
Aicha_El_Ouafi\Aicha_El_Ouafi_0001.png,100,147,19293,0,0
Aicha_El_Ouafi\Aicha_El_Ouafi_0002.png,20,147,3704,0,0
Aicha_El_Ouafi\Aicha_El_Ouafi_0002.png,30,147,5557,0,0
Aicha_El_Ouafi\Aicha_El_Ouafi_0002.png,40,147,7409,0,0
Aicha_El_Ouafi\Aicha_El_Ouafi_0002.png,60,147,11114,0,0
Aicha_El_Ouafi\Aicha_El_Ouafi_0002.png,80,147,14819,0,0
Aicha_El_Ouafi\Aicha_El_Ouafi_0002.png,100,147,18524,0,0
Aicha_El_Ouafi\Aicha_El_Ouafi_0003.png,20,147,4102,0,0
Aicha_El_Ouafi\Aicha_El_Ouafi_0003.png,30,147,6153,0,0
Aicha_El_Ouafi\Aicha_El_Ouafi_0003.png,40,147,8204,0,0
Aicha_El_Ouafi\Aicha_El_Ouafi_0003.png,60,147,12307,0,0
Aicha_El_Ouafi\Aicha_El_Ouafi_0003.png,80,147,16409,0,0
Aicha_El_Ouafi\Aicha_El_Ouafi_0003.png,100,147,20512,0,0
Aitor_Gonzalez\Aitor_Gonzalez_0001.png,20,147,4293,0,0
Aitor_Gonzalez\Aitor_Gonzalez_0001.png,30,147,6440,0,0
Aitor_Gonzalez\Aitor_Gonzalez_0001.png,40,147,8587,0,0
Aitor_Gonzalez\Aitor_Gonzalez_0001.png,60,147,12880,0,0
Aitor_Gonzalez\Aitor_Gonzalez_0001.png,80,147,17174,0,0
Aitor_Gonzalez\Aitor_Gonzalez_0001.png,100,147,21468,0,0
Aitor_Gonzalez\Aitor_Gonzalez_0002.png,20,147,4288,0,0
Aitor_Gonzalez\Aitor_Gonzalez_0002.png,30,147,6432,0,0
Aitor_Gonzalez\Aitor_Gonzalez_0002.png,40,147,8576,0,0
Aitor_Gonzalez\Aitor_Gonzalez_0002.png,60,147,12864,0,0
Aitor_Gonzalez\Aitor_Gonzalez_0002.png,80,147,17152,0,0
Aitor_Gonzalez\Aitor_Gonzalez_0002.png,100,147,21440,0,0
Akbar_Hashemi_Rafsanjani\Akbar_Hashemi_Rafsanjani_0001.png,20,147,4344,0,0
Akbar_Hashemi_Rafsanjani\Akbar_Hashemi_Rafsanjani_0001.png,30,147,6516,0,0
Akbar_Hashemi_Rafsanjani\Akbar_Hashemi_Rafsanjani_0001.png,40,147,8689,0,0
Akbar_Hashemi_Rafsanjani\Akbar_Hashemi_Rafsanjani_0001.png,60,147,13033,0,0
Akbar_Hashemi_Rafsanjani\Akbar_Hashemi_Rafsanjani_0001.png,80,147,17378,0,0
Akbar_Hashemi_Rafsanjani\Akbar_Hashemi_Rafsanjani_0001.png,100,147,21723,0,0
Akbar_Hashemi_Rafsanjani\Akbar_Hashemi_Rafsanjani_0002.png,20,147,4433,0,0
Akbar_Hashemi_Rafsanjani\Akbar_Hashemi_Rafsanjani_0002.png,30,147,6650,0,0
Akbar_Hashemi_Rafsanjani\Akbar_Hashemi_Rafsanjani_0002.png,40,147,8867,0,0
Akbar_Hashemi_Rafsanjani\Akbar_Hashemi_Rafsanjani_0002.png,60,147,13301,0,0
Akbar_Hashemi_Rafsanjani\Akbar_Hashemi_Rafsanjani_0002.png,80,147,17735,0,0
Akbar_Hashemi_Rafsanjani\Akbar_Hashemi_Rafsanjani_0002.png,100,147,22169,0,0
Akbar_Hashemi_Rafsanjani\Akbar_Hashemi_Rafsanjani_0003.png,20,147,4218,0,0
Akbar_Hashemi_Rafsanjani\Akbar_Hashemi_Rafsanjani_0003.png,30,147,6327,0,0
Akbar_Hashemi_Rafsanjani\Akbar_Hashemi_Rafsanjani_0003.png,40,147,8436,0,0
Akbar_Hashemi_Rafsanjani\Akbar_Hashemi_Rafsanjani_0003.png,60,147,12654,0,0
Akbar_Hashemi_Rafsanjani\Akbar_Hashemi_Rafsanjani_0003.png,80,147,16872,0,0
Akbar_Hashemi_Rafsanjani\Akbar_Hashemi_Rafsanjani_0003.png,100,147,21090,0,0
Akhmed_Zakayev\Akhmed_Zakayev_0001.png,20,147,3977,0,0
Akhmed_Zakayev\Akhmed_Zakayev_0001.png,30,147,5965,0,0
Akhmed_Zakayev\Akhmed_Zakayev_0001.png,40,147,7954,0,0
Akhmed_Zakayev\Akhmed_Zakayev_0001.png,60,147,11931,0,0
Akhmed_Zakayev\Akhmed_Zakayev_0001.png,80,147,15908,0,0
Akhmed_Zakayev\Akhmed_Zakayev_0001.png,100,147,19886,0,0
Akhmed_Zakayev\Akhmed_Zakayev_0002.png,20,147,3851,0,0
Akhmed_Zakayev\Akhmed_Zakayev_0002.png,30,147,5776,0,0
Akhmed_Zakayev\Akhmed_Zakayev_0002.png,40,147,7702,0,0
Akhmed_Zakayev\Akhmed_Zakayev_0002.png,60,147,11553,0,0
Akhmed_Zakayev\Akhmed_Zakayev_0002.png,80,147,15404,0,0
Akhmed_Zakayev\Akhmed_Zakayev_0002.png,100,147,19255,0,0
Akhmed_Zakayev\Akhmed_Zakayev_0003.png,20,147,4024,0,0
Akhmed_Zakayev\Akhmed_Zakayev_0003.png,30,147,6036,0,0
Akhmed_Zakayev\Akhmed_Zakayev_0003.png,40,147,8048,0,0
Akhmed_Zakayev\Akhmed_Zakayev_0003.png,60,147,12072,0,0
Akhmed_Zakayev\Akhmed_Zakayev_0003.png,80,147,16096,0,0
Akhmed_Zakayev\Akhmed_Zakayev_0003.png,100,147,20120,0,0
Al_Davis\Al_Davis_0001.png,20,147,4207,0,0
Al_Davis\Al_Davis_0001.png,30,147,6311,0,0
Al_Davis\Al_Davis_0001.png,40,147,8415,0,0
Al_Davis\Al_Davis_0001.png,60,147,12622,0,0
Al_Davis\Al_Davis_0001.png,80,147,16830,0,0
Al_Davis\Al_Davis_0001.png,100,147,21038,0,0
Al_Davis\Al_Davis_0002.png,20,147,4424,0,0
Al_Davis\Al_Davis_0002.png,30,147,6636,0,0
Al_Davis\Al_Davis_0002.png,40,147,8848,0,0
Al_Davis\Al_Davis_0002.png,60,147,13272,0,0
Al_Davis\Al_Davis_0002.png,80,147,17696,0,0
Al_Davis\Al_Davis_0002.png,100,147,22120,0,0
Al_Gore\Al_Gore_0001.png,20,147,3729,0,0
Al_Gore\Al_Gore_0001.png,30,147,5594,0,0
Al_Gore\Al_Gore_0001.png,40,147,7459,0,0
Al_Gore\Al_Gore_0001.png,60,147,11188,0,0
Al_Gore\Al_Gore_0001.png,80,147,14918,0,0
Al_Gore\Al_Gore_0001.png,100,147,18648,0,0
Al_Gore\Al_Gore_0002.png,20,147,4137,0,0
Al_Gore\Al_Gore_0002.png,30,147,6205,0,0
Al_Gore\Al_Gore_0002.png,40,147,8274,0,0
Al_Gore\Al_Gore_0002.png,60,147,12411,0,0
Al_Gore\Al_Gore_0002.png,80,147,16548,0,0
Al_Gore\Al_Gore_0002.png,100,147,20685,0,0
Al_Gore\Al_Gore_0003.png,20,147,4013,0,0
Al_Gore\Al_Gore_0003.png,30,147,6020,0,0
Al_Gore\Al_Gore_0003.png,40,147,8027,0,0
Al_Gore\Al_Gore_0003.png,60,147,12041,0,0
Al_Gore\Al_Gore_0003.png,80,147,16055,0,0
Al_Gore\Al_Gore_0003.png,100,147,20069,0,0
Al_Gore\Al_Gore_0004.png,20,147,4314,0,0
Al_Gore\Al_Gore_0004.png,30,147,6471,0,0
Al_Gore\Al_Gore_0004.png,40,147,8628,0,0
Al_Gore\Al_Gore_0004.png,60,147,12942,0,0
Al_Gore\Al_Gore_0004.png,80,147,17256,0,0
Al_Gore\Al_Gore_0004.png,100,147,21571,0,0
Al_Gore\Al_Gore_0005.png,20,147,4032,0,0
Al_Gore\Al_Gore_0005.png,30,147,6048,0,0
Al_Gore\Al_Gore_0005.png,40,147,8064,0,0
Al_Gore\Al_Gore_0005.png,60,147,12096,0,0
Al_Gore\Al_Gore_0005.png,80,147,16128,0,0
Al_Gore\Al_Gore_0005.png,100,147,20160,0,0
Al_Gore\Al_Gore_0006.png,20,147,4436,0,0
Al_Gore\Al_Gore_0006.png,30,147,6654,0,0
Al_Gore\Al_Gore_0006.png,40,147,8873,0,0
Al_Gore\Al_Gore_0006.png,60,147,13309,0,0
Al_Gore\Al_Gore_0006.png,80,147,17746,0,0
Al_Gore\Al_Gore_0006.png,100,147,22183,0,0
Al_Gore\Al_Gore_0007.png,20,147,4129,0,0
Al_Gore\Al_Gore_0007.png,30,147,6194,0,0
Al_Gore\Al_Gore_0007.png,40,147,8259,0,0
Al_Gore\Al_Gore_0007.png,60,147,12388,0,0
Al_Gore\Al_Gore_0007.png,80,147,16518,0,0
Al_Gore\Al_Gore_0007.png,100,147,20648,0,0
Al_Gore\Al_Gore_0008.png,20,147,4208,0,0
Al_Gore\Al_Gore_0008.png,30,147,6313,0,0
Al_Gore\Al_Gore_0008.png,40,147,8417,0,0
Al_Gore\Al_Gore_0008.png,60,147,12626,0,0
Al_Gore\Al_Gore_0008.png,80,147,16835,0,0
Al_Gore\Al_Gore_0008.png,100,147,21044,0,0
Al_Pacino\Al_Pacino_0001.png,20,147,3951,0,0
Al_Pacino\Al_Pacino_0001.png,30,147,5926,0,0
Al_Pacino\Al_Pacino_0001.png,40,147,7902,0,0
Al_Pacino\Al_Pacino_0001.png,60,147,11853,0,0
Al_Pacino\Al_Pacino_0001.png,80,147,15804,0,0
Al_Pacino\Al_Pacino_0001.png,100,147,19755,0,0
Al_Pacino\Al_Pacino_0002.png,20,147,4363,0,0
Al_Pacino\Al_Pacino_0002.png,30,147,6545,0,0
Al_Pacino\Al_Pacino_0002.png,40,147,8727,0,0
Al_Pacino\Al_Pacino_0002.png,60,147,13091,0,0
Al_Pacino\Al_Pacino_0002.png,80,147,17455,0,0
Al_Pacino\Al_Pacino_0002.png,100,147,21819,0,0
Al_Pacino\Al_Pacino_0003.png,20,147,4053,0,0
Al_Pacino\Al_Pacino_0003.png,30,147,6080,0,0
Al_Pacino\Al_Pacino_0003.png,40,147,8107,0,0
Al_Pacino\Al_Pacino_0003.png,60,147,12161,0,0
Al_Pacino\Al_Pacino_0003.png,80,147,16215,0,0
Al_Pacino\Al_Pacino_0003.png,100,147,20269,0,0
Al_Sharpton\Al_Sharpton_0001.png,20,147,3830,0,0
Al_Sharpton\Al_Sharpton_0001.png,30,147,5745,0,0
Al_Sharpton\Al_Sharpton_0001.png,40,147,7661,0,0
Al_Sharpton\Al_Sharpton_0001.png,60,147,11491,0,0
Al_Sharpton\Al_Sharpton_0001.png,80,147,15322,0,0
Al_Sharpton\Al_Sharpton_0001.png,100,147,19153,0,0
Al_Sharpton\Al_Sharpton_0002.png,20,148,4105,0,0
Al_Sharpton\Al_Sharpton_0002.png,30,148,6158,0,0
Al_Sharpton\Al_Sharpton_0002.png,40,148,8211,0,0
Al_Sharpton\Al_Sharpton_0002.png,60,148,12317,0,0
Al_Sharpton\Al_Sharpton_0002.png,80,148,16423,0,0
Al_Sharpton\Al_Sharpton_0002.png,100,148,20529,0,0
Al_Sharpton\Al_Sharpton_0003.png,20,147,4076,0,0
Al_Sharpton\Al_Sharpton_0003.png,30,147,6114,0,0
Al_Sharpton\Al_Sharpton_0003.png,40,147,8152,0,0
Al_Sharpton\Al_Sharpton_0003.png,60,147,12229,0,0
Al_Sharpton\Al_Sharpton_0003.png,80,147,16305,0,0
Al_Sharpton\Al_Sharpton_0003.png,100,147,20382,0,0
Al_Sharpton\Al_Sharpton_0004.png,20,147,3261,0,0
Al_Sharpton\Al_Sharpton_0004.png,30,147,4892,0,0
Al_Sharpton\Al_Sharpton_0004.png,40,147,6523,0,0
Al_Sharpton\Al_Sharpton_0004.png,60,147,9784,0,0
Al_Sharpton\Al_Sharpton_0004.png,80,147,13046,0,0
Al_Sharpton\Al_Sharpton_0004.png,100,147,16308,0,0
Al_Sharpton\Al_Sharpton_0005.png,20,147,4203,0,0
Al_Sharpton\Al_Sharpton_0005.png,30,147,6305,0,0
Al_Sharpton\Al_Sharpton_0005.png,40,147,8407,0,0
Al_Sharpton\Al_Sharpton_0005.png,60,147,12611,0,0
Al_Sharpton\Al_Sharpton_0005.png,80,147,16815,0,0
Al_Sharpton\Al_Sharpton_0005.png,100,147,21019,0,0
Al_Sharpton\Al_Sharpton_0006.png,20,147,4163,0,0
Al_Sharpton\Al_Sharpton_0006.png,30,147,6244,0,0
Al_Sharpton\Al_Sharpton_0006.png,40,147,8326,0,0
Al_Sharpton\Al_Sharpton_0006.png,60,147,12489,0,0
Al_Sharpton\Al_Sharpton_0006.png,80,147,16652,0,0
Al_Sharpton\Al_Sharpton_0006.png,100,147,20816,0,0
Al_Sharpton\Al_Sharpton_0007.png,20,147,3924,0,0
Al_Sharpton\Al_Sharpton_0007.png,30,147,5886,0,0
Al_Sharpton\Al_Sharpton_0007.png,40,147,7849,0,0
Al_Sharpton\Al_Sharpton_0007.png,60,147,11773,0,0
Al_Sharpton\Al_Sharpton_0007.png,80,147,15698,0,0
Al_Sharpton\Al_Sharpton_0007.png,100,147,19623,0,0
Alan_Ball\Alan_Ball_0001.png,20,147,4085,0,0
Alan_Ball\Alan_Ball_0001.png,30,147,6127,0,0
Alan_Ball\Alan_Ball_0001.png,40,147,8170,0,0
